Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
2222000,"Oilseed, Soybean",BL,Bolivia,2024,2026,2,149,Food Use Dom. Cons.,8,(1000 MT),80.0
2222000,"Oilseed, Soybean",BL,Bolivia,2024,2026,2,57,Imports,8,(1000 MT),5.0
2222000,"Oilseed, Soybean",BL,Bolivia,2024,2026,2,28,Production,8,(1000 MT),3700.0
2222000,"Oilseed, Soybean",BL,Bolivia,2024,2026,2,178,Total Distribution,8,(1000 MT),3952.0
2222000,"Oilseed, Soybean",BL,Bolivia,2024,2026,2,86,Total Supply,8,(1000 MT),3952.0
2222000,"Oilseed, Soybean",BL,Bolivia,2024,2026,2,184,Yield,26,(MT/HA),1.97
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,4,Area Harvested,4,(1000 HA),1900.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,20,Beginning Stocks,8,(1000 MT),272.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,7,Crush,8,(1000 MT),3100.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,125,Domestic Consumption,8,(1000 MT),3530.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,176,Ending Stocks,8,(1000 MT),347.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,88,Exports,8,(1000 MT),300.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),350.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),80.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,57,Imports,8,(1000 MT),5.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,28,Production,8,(1000 MT),3900.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,178,Total Distribution,8,(1000 MT),4177.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,86,Total Supply,8,(1000 MT),4177.0
2222000,"Oilseed, Soybean",BL,Bolivia,2025,2026,3,184,Yield,26,(MT/HA),2.05
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,4,Area Harvested,4,(1000 HA),5.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,125,Domestic Consumption,8,(1000 MT),3.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,88,Exports,8,(1000 MT),6.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,161,Feed Waste Dom. Cons.,8,(1000 MT),3.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,57,Imports,8,(1000 MT),2.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,28,Production,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,178,Total Distribution,8,(1000 MT),9.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,86,Total Supply,8,(1000 MT),9.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2022,2025,4,184,Yield,26,(MT/HA),1.4
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,4,Area Harvested,4,(1000 HA),5.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,125,Domestic Consumption,8,(1000 MT),13.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,88,Exports,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,161,Feed Waste Dom. Cons.,8,(1000 MT),13.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,57,Imports,8,(1000 MT),13.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,28,Production,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,178,Total Distribution,8,(1000 MT),20.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,86,Total Supply,8,(1000 MT),20.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2023,2025,4,184,Yield,26,(MT/HA),1.4
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,4,Area Harvested,4,(1000 HA),5.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,125,Domestic Consumption,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,88,Exports,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,161,Feed Waste Dom. Cons.,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,57,Imports,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,28,Production,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,178,Total Distribution,8,(1000 MT),17.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,86,Total Supply,8,(1000 MT),17.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2024,2025,4,184,Yield,26,(MT/HA),1.4
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,4,Area Harvested,4,(1000 HA),5.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,125,Domestic Consumption,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,88,Exports,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,57,Imports,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,28,Production,8,(1000 MT),7.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,178,Total Distribution,8,(1000 MT),17.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,86,Total Supply,8,(1000 MT),17.0
2222000,"Oilseed, Soybean",BK,Bosnia and Herzegovina,2025,2026,3,184,Yield,26,(MT/HA),1.4
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,4,Area Harvested,4,(1000 HA),44600.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,20,Beginning Stocks,8,(1000 MT),27386.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,7,Crush,8,(1000 MT),53409.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,125,Domestic Consumption,8,(1000 MT),57209.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,176,Ending Stocks,8,(1000 MT),36801.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,88,Exports,8,(1000 MT),95530.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,161,Feed Waste Dom. Cons.,8,(1000 MT),3800.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,57,Imports,8,(1000 MT),154.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,28,Production,8,(1000 MT),162000.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,178,Total Distribution,8,(1000 MT),189540.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,86,Total Supply,8,(1000 MT),189540.0
2222000,"Oilseed, Soybean",BR,Brazil,2022,2025,11,184,Yield,26,(MT/HA),3.63
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,4,Area Harvested,4,(1000 HA),46150.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,20,Beginning Stocks,8,(1000 MT),36801.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,7,Crush,8,(1000 MT),54405.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,125,Domestic Consumption,8,(1000 MT),58255.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,176,Ending Stocks,8,(1000 MT),29722.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,88,Exports,8,(1000 MT),104191.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,161,Feed Waste Dom. Cons.,8,(1000 MT),3850.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,57,Imports,8,(1000 MT),867.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,28,Production,8,(1000 MT),154500.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,178,Total Distribution,8,(1000 MT),192168.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,86,Total Supply,8,(1000 MT),192168.0
2222000,"Oilseed, Soybean",BR,Brazil,2023,2025,11,184,Yield,26,(MT/HA),3.35
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,4,Area Harvested,4,(1000 HA),47400.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,20,Beginning Stocks,8,(1000 MT),29722.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,7,Crush,8,(1000 MT),58000.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,125,Domestic Consumption,8,(1000 MT),62000.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,176,Ending Stocks,8,(1000 MT),36810.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,88,Exports,8,(1000 MT),103143.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,161,Feed Waste Dom. Cons.,8,(1000 MT),4000.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,57,Imports,8,(1000 MT),731.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,28,Production,8,(1000 MT),171500.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,178,Total Distribution,8,(1000 MT),201953.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,86,Total Supply,8,(1000 MT),201953.0
2222000,"Oilseed, Soybean",BR,Brazil,2024,2026,1,184,Yield,26,(MT/HA),3.62
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,4,Area Harvested,4,(1000 HA),49400.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,20,Beginning Stocks,8,(1000 MT),36810.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,7,Crush,8,(1000 MT),61000.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,125,Domestic Consumption,8,(1000 MT),65400.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,176,Ending Stocks,8,(1000 MT),37910.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,88,Exports,8,(1000 MT),114000.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),4400.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,57,Imports,8,(1000 MT),500.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,28,Production,8,(1000 MT),180000.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,178,Total Distribution,8,(1000 MT),217310.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,86,Total Supply,8,(1000 MT),217310.0
2222000,"Oilseed, Soybean",BR,Brazil,2025,2026,3,184,Yield,26,(MT/HA),3.64
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,4,Area Harvested,4,(1000 HA),125.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,125,Domestic Consumption,8,(1000 MT),149.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,88,Exports,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,161,Feed Waste Dom. Cons.,8,(1000 MT),19.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,149,Food Use Dom. Cons.,8,(1000 MT),130.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,57,Imports,8,(1000 MT),15.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,28,Production,8,(1000 MT),134.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,178,Total Distribution,8,(1000 MT),149.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,86,Total Supply,8,(1000 MT),149.0
2222000,"Oilseed, Soybean",BM,Burma,2022,2025,5,184,Yield,26,(MT/HA),1.07
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,4,Area Harvested,4,(1000 HA),120.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,125,Domestic Consumption,8,(1000 MT),132.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,88,Exports,8,(1000 MT),12.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,161,Feed Waste Dom. Cons.,8,(1000 MT),17.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,149,Food Use Dom. Cons.,8,(1000 MT),115.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,57,Imports,8,(1000 MT),8.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,28,Production,8,(1000 MT),136.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,178,Total Distribution,8,(1000 MT),144.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,86,Total Supply,8,(1000 MT),144.0
2222000,"Oilseed, Soybean",BM,Burma,2023,2025,5,184,Yield,26,(MT/HA),1.13
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,4,Area Harvested,4,(1000 HA),115.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,125,Domestic Consumption,8,(1000 MT),137.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,88,Exports,8,(1000 MT),5.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),17.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),120.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,57,Imports,8,(1000 MT),2.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,28,Production,8,(1000 MT),140.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,178,Total Distribution,8,(1000 MT),142.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,86,Total Supply,8,(1000 MT),142.0
2222000,"Oilseed, Soybean",BM,Burma,2024,2026,3,184,Yield,26,(MT/HA),1.22
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,4,Area Harvested,4,(1000 HA),115.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,20,Beginning Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,7,Crush,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,125,Domestic Consumption,8,(1000 MT),140.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,176,Ending Stocks,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,88,Exports,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),20.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),120.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,57,Imports,8,(1000 MT),10.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,28,Production,8,(1000 MT),140.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,178,Total Distribution,8,(1000 MT),150.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,86,Total Supply,8,(1000 MT),150.0
2222000,"Oilseed, Soybean",BM,Burma,2025,2026,3,184,Yield,26,(MT/HA),1.22
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,4,Area Harvested,4,(1000 HA),2118.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,20,Beginning Stocks,8,(1000 MT),287.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,7,Crush,8,(1000 MT),1768.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,125,Domestic Consumption,8,(1000 MT),2718.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,176,Ending Stocks,8,(1000 MT),372.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,88,Exports,8,(1000 MT),4240.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,161,Feed Waste Dom. Cons.,8,(1000 MT),950.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,57,Imports,8,(1000 MT),500.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,28,Production,8,(1000 MT),6543.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,178,Total Distribution,8,(1000 MT),7330.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,86,Total Supply,8,(1000 MT),7330.0
2222000,"Oilseed, Soybean",CA,Canada,2022,2025,4,184,Yield,26,(MT/HA),3.09
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,4,Area Harvested,4,(1000 HA),2261.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,20,Beginning Stocks,8,(1000 MT),372.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,7,Crush,8,(1000 MT),1652.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,125,Domestic Consumption,8,(1000 MT),2329.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,176,Ending Stocks,8,(1000 MT),563.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,88,Exports,8,(1000 MT),4850.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),677.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,57,Imports,8,(1000 MT),335.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,28,Production,8,(1000 MT),7035.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,178,Total Distribution,8,(1000 MT),7742.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,86,Total Supply,8,(1000 MT),7742.0
2222000,"Oilseed, Soybean",CA,Canada,2023,2026,3,184,Yield,26,(MT/HA),3.11
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,4,Area Harvested,4,(1000 HA),2290.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,20,Beginning Stocks,8,(1000 MT),563.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,7,Crush,8,(1000 MT),1650.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,125,Domestic Consumption,8,(1000 MT),2438.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,176,Ending Stocks,8,(1000 MT),532.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,88,Exports,8,(1000 MT),5448.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),788.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,57,Imports,8,(1000 MT),249.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,28,Production,8,(1000 MT),7606.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,178,Total Distribution,8,(1000 MT),8418.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,86,Total Supply,8,(1000 MT),8418.0
2222000,"Oilseed, Soybean",CA,Canada,2024,2026,3,184,Yield,26,(MT/HA),3.32
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,4,Area Harvested,4,(1000 HA),2321.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,20,Beginning Stocks,8,(1000 MT),532.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,7,Crush,8,(1000 MT),1400.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,125,Domestic Consumption,8,(1000 MT),2100.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,176,Ending Stocks,8,(1000 MT),485.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,88,Exports,8,(1000 MT),5100.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,161,Feed Waste Dom. Cons.,8,(1000 MT),700.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,57,Imports,8,(1000 MT),360.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,28,Production,8,(1000 MT),6793.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,178,Total Distribution,8,(1000 MT),7685.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,86,Total Supply,8,(1000 MT),7685.0
2222000,"Oilseed, Soybean",CA,Canada,2025,2026,3,184,Yield,26,(MT/HA),2.93
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,4,Area Harvested,4,(1000 HA),0.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,20,Beginning Stocks,8,(1000 MT),5.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,7,Crush,8,(1000 MT),65.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,125,Domestic Consumption,8,(1000 MT),65.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,176,Ending Stocks,8,(1000 MT),4.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,88,Exports,8,(1000 MT),3.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,161,Feed Waste Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,57,Imports,8,(1000 MT),67.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,28,Production,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,178,Total Distribution,8,(1000 MT),72.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,86,Total Supply,8,(1000 MT),72.0
2222000,"Oilseed, Soybean",CI,Chile,2022,2025,4,184,Yield,26,(MT/HA),0.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,4,Area Harvested,4,(1000 HA),0.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,20,Beginning Stocks,8,(1000 MT),4.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,7,Crush,8,(1000 MT),70.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,125,Domestic Consumption,8,(1000 MT),70.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,176,Ending Stocks,8,(1000 MT),2.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,88,Exports,8,(1000 MT),3.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,161,Feed Waste Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,149,Food Use Dom. Cons.,8,(1000 MT),0.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,57,Imports,8,(1000 MT),71.0
2222000,"Oilseed, Soybean",CI,Chile,2023,2025,4,28,Production,8,(1000 MT),0.0
